feature,importance
mileage_num,23.790302052935868
year_num,15.340734514656969
make,10.772277536216087
color,9.366029315328737
model,9.224102892944808
drivetrain,7.823792089131784
is_owner,7.4320188567253185
vin_prefix,6.580809086876924
transmission,3.560165136369354
sunroof,3.276890539635005
title_status,2.832877979179071
