feature,importance
vin_prefix,28.092677116401457
year_num,18.87789713084798
mileage_num,13.414624640900874
transmission,11.03017423738317
drivetrain,9.135505637198566
sunroof,5.312616675663682
make,5.106257677621333
color,4.386067957563396
model,3.9097693776151634
is_owner,0.7344095488044171
title_status,0.0
