feature,importance
mileage_num,21.851018838345396
year_num,14.178942729546433
make,10.671776534479267
vin_prefix,9.407026296362003
model,9.352682692444594
color,8.590265053303654
drivetrain,7.681564780988195
is_owner,7.125568288936835
sunroof,4.526922983896519
transmission,3.5827851936228683
title_status,3.031446608074268
