feature,importance
mileage_num,21.523825656048558
year_num,13.000628450958013
make,12.221513866813357
vin_prefix,9.722393383956252
model,9.635827546452235
drivetrain,8.708277398396492
color,7.410529006209055
is_owner,5.484159198087424
transmission,4.4099892237805385
title_status,3.958717872577395
sunroof,3.9241383967207826
