make,pred_price
Land Rover,9294.410933550453
RAM,9023.664952632904
Lexus,9022.968109812018
unknown,9017.438363796264
Maserati,8992.789613980278
CHRYSLER,8987.954544003762
mercedes-benz,8972.861146066512
Ram,8959.099978889823
Jaguar,8921.27314031996
Acura,8887.845164768796
INFINITI,8863.678428916102
GMC,8854.173451279501
chevrolet,8844.833644859456
Mercedes-benz,8843.296842216161
Hummer,8841.290031674027
Mercedes Benz,8839.616313292727
Freightliner,8830.176105734798
Mercedes-Benz,8828.671596191001
Audi,8813.490366908398
Chevrolet,8749.40608750771
Lincoln,8732.809240643628
Ford,8725.485763161763
International,8714.31728848455
NISSAN,8699.191908210001
pontiac,8692.35427774128
Toyota,8685.319891121719
Jeep,8678.076237015674
Suzuki,8676.9344494163
Pontiac,8668.973223822763
JEEP,8651.2885822216
Infiniti,8630.860910984562
toyota,8626.796950098693
cadillac,8615.24549435842
Cadillac,8613.476695225087
Dodge,8609.332969793462
bmw,8603.661671488779
volvo,8597.528517425962
Chrysler,8584.990219263938
CHEVROLET,8582.66765994676
Mercedes,8561.967392990548
Saab,8551.234218432553
Mazda,8530.221224833644
Subaru,8525.511890635891
chrysler,8480.06509833373
AMC,8474.867146961633
BMW,8450.793375357885
Buick,8446.148872268628
lexus,8437.475094895757
Fiat,8436.920484417033
jeep,8430.526354619496
mazda,8423.675789669362
Mitsubishi,8422.8490471702
Hyundai,8414.23247475759
Mini,8397.317998773908
VW,8394.065164806198
SUBARU,8374.387718320604
Mercury,8352.061691080173
ford,8343.768073376072
Scion,8343.635401992193
volkswagen,8295.771381750172
Chevy,8294.903813077855
tesla,8256.00277016346
Kia,8230.716402980928
TESLA,8226.570459957364
kia,8124.759273206389
Honda,8110.192420332546
Tesla,8081.942861709985
hyundai,8077.157315219639
Nissan,8046.388082665874
honda,7994.783587313309
chevy,7992.376430208294
Volkswagen,7961.785525689034
FORD,7960.854726939055
acura,7903.601747707372
Volvo,7834.891255145407
TOYOTA,7826.048704161355
subaru,7784.516575519431
HONDA,7770.1299255165895
ACURA,7722.166249102497
nissan,7690.657675800275
dodge,7640.604361073575
