make,pred_price
mercedes-benz,8599.856205751446
Cadillac,8599.56572190455
chevrolet,8598.669448800192
Lexus,8596.152830482368
Jaguar,8595.862471712633
Acura,8583.886892911241
Mazda,8583.5969484092
Pontiac,8582.86138359992
Nissan,8581.280655083585
Jeep,8564.248327024448
Mercedes-Benz,8535.086663046448
Chevrolet,8518.903196537589
Audi,8516.982899141194
Land Rover,8491.17032178379
BMW,8476.10908842087
Volkswagen,8386.025737434238
Ford,8373.4249757811
CHEVROLET,8236.370679404863
cadillac,8210.596667164516
Subaru,8199.606662183729
Dodge,8065.817531654483
Mini,8005.741163014477
Honda,7973.251848989659
Volvo,7972.334391974024
acura,7930.521246264611
Kia,7917.056524207383
Hyundai,7917.056524207383
Chevy,7845.046165204535
HONDA,7845.046165204535
Tesla,7845.046165204535
TESLA,7845.046165204535
toyota,7845.046165204535
dodge,7845.046165204535
hyundai,7845.046165204535
mazda,7845.046165204535
Toyota,7733.244539763177
honda,7606.801337668238
ford,7190.205544257073
chevy,7163.804880044512
