make,pred_price
Land Rover,9840.654215464137
Mercedes-benz,9741.582425595234
Lexus,9577.184892378797
Lincoln,9484.536554203287
Ram,9443.047089612255
RAM,9304.034255278995
Pontiac,9278.921549033803
BMW,9246.539925834159
Audi,9238.972180246636
CHRYSLER,9229.329923492382
mercedes-benz,9218.638480008665
Chevrolet,9214.03330421091
unknown,9188.377036009842
Freightliner,9187.86217490135
Hummer,9120.236149412807
INFINITI,9096.82919006604
Suzuki,9095.277540246452
Jaguar,9082.15131009604
Maserati,9078.51306937476
Mercedes-Benz,9077.687373630179
Mercedes Benz,9065.166582762431
GMC,9013.63369103557
International,9004.581486364155
Ford,8973.444517639018
Acura,8918.973739854762
pontiac,8885.497895025064
Jeep,8883.218223694861
cadillac,8779.957908332472
NISSAN,8774.802301105738
Mercedes,8597.575532699137
Dodge,8567.502764576571
chevrolet,8539.095890903978
JEEP,8528.2451994179
toyota,8505.44943821492
Mazda,8431.597691698473
Subaru,8430.662567556517
Mini,8430.629124103192
bmw,8399.470851447164
lexus,8386.582802699117
Infiniti,8381.118416547211
mazda,8346.76749969482
chrysler,8343.658034275004
volvo,8334.66358053374
Mitsubishi,8314.685830531886
Toyota,8295.843579274824
CHEVROLET,8234.162952212573
Chrysler,8230.09629533765
Cadillac,8226.83721781732
SUBARU,8207.018526138041
jeep,8186.942387176874
VW,8176.736336949788
Tesla,8175.241426003233
volkswagen,8161.494043678682
Mercury,8160.326953971153
Scion,8150.777011106321
tesla,8141.583713963212
AMC,8126.287396835831
Saab,8107.553111651109
ford,8058.004188139323
Chevy,7994.138604648499
honda,7923.80953102655
Fiat,7917.861073540518
Volkswagen,7895.850409610985
Honda,7895.826794057741
TESLA,7894.807052381435
Kia,7893.9872293217495
Hyundai,7851.64260605643
TOYOTA,7841.65290837701
kia,7830.479050764903
Nissan,7827.428618678589
nissan,7756.5922442770325
FORD,7690.4003982352815
ACURA,7644.296513964617
Buick,7623.390579621704
hyundai,7600.219045593582
chevy,7580.713045995514
dodge,7571.907549157762
Volvo,7544.886357565119
subaru,7454.032556174917
acura,7446.930147816352
HONDA,7349.3719455926575
