make,pred_price
BMW,9412.818366001045
Nissan,9351.177051365547
chevrolet,9211.685727601967
Chevrolet,9159.927041729847
Mercedes-Benz,9093.43546743104
Lexus,9070.921777072681
Jaguar,8968.898576179436
mercedes-benz,8938.516436838285
Pontiac,8898.10548408177
pontiac,8896.607933420066
jeep,8878.659551127845
Acura,8876.780116548081
Cadillac,8864.30572751908
Land Rover,8804.107341129451
Jeep,8742.60853823915
Subaru,8700.766566872077
Mazda,8684.138758984478
Volkswagen,8622.692005704559
Audi,8605.205852218789
Dodge,8583.575281118894
Ford,8565.77514810546
CHEVROLET,8428.680609006853
toyota,8414.979107293138
cadillac,8404.405413324517
Toyota,8238.47949852892
Hyundai,8077.197475312428
chevy,7991.85876589855
ford,7966.6815178472325
Honda,7963.921639965549
Volvo,7866.9859487887325
acura,7844.359420955692
kia,7815.299417040374
Kia,7793.1314313477815
hyundai,7777.893906803683
Tesla,7759.192278875411
TESLA,7759.192278875411
mazda,7757.289792380757
dodge,7752.86779075242
Mini,7734.21219205702
honda,7703.750888542278
HONDA,7694.088109482359
Chevy,7692.849429203247
subaru,7598.111668611396
