feature,importance
mileage_num,19.973513435958225
year_num,14.426293365717775
make,11.995639285435985
drivetrain,9.56107064096134
vin_prefix,8.78966997336116
model,8.411811433510904
color,8.396508135558108
is_owner,5.705629504661244
sunroof,5.456099846505054
transmission,3.8423393763405285
title_status,3.4414250019896575
