feature,importance
mileage_num,21.725329560665898
year_num,12.417796211868453
make,12.378131891546072
vin_prefix,10.008696035917776
color,9.382947711072507
drivetrain,8.063179220349806
model,7.090782319011485
is_owner,6.7525172100322886
sunroof,4.933468340782878
title_status,3.9771137328670783
transmission,3.270037765885826
