make,pred_price
Land Rover,9579.860810421296
Ram,9494.100699951658
mercedes-benz,9482.572287496128
Lincoln,9463.902809821382
RAM,9457.199177988487
CHRYSLER,9350.776369601215
Lexus,9347.850124282537
Freightliner,9332.82971239898
Mercedes-benz,9321.551118367977
Hummer,9302.119225549915
Maserati,9289.171686897058
unknown,9287.119162506335
Jeep,9255.044899483886
Ford,9230.033265934142
International,9216.368458881676
Mercedes-Benz,9209.94290689111
GMC,9153.952969803953
Pontiac,9151.051011235524
Infiniti,9147.21681606399
Mazda,9144.2093552915
pontiac,9139.810984420914
Mercedes Benz,9134.983705900882
Acura,9132.026205349677
Suzuki,9122.705191695968
Audi,9077.284665851534
Mercedes,9044.693022941961
Chevrolet,9036.703813598026
INFINITI,9020.953446782327
chevrolet,8973.308330354732
Jaguar,8947.7590898824
CHEVROLET,8930.666042240868
Toyota,8919.29315577337
BMW,8860.844886109155
Cadillac,8793.897199653971
toyota,8788.589931990178
Tesla,8721.139366454896
cadillac,8717.206514734946
NISSAN,8671.275496707814
Dodge,8591.880135041854
AMC,8588.462615616814
Chrysler,8584.208579693524
Saab,8579.408046559764
Hyundai,8572.669316161991
Subaru,8570.834821904911
jeep,8539.76357934303
JEEP,8528.187426273353
Scion,8515.86900767938
bmw,8503.31585698279
chrysler,8478.890909735039
volvo,8474.84270417246
Mini,8459.309217237276
lexus,8448.77683525985
Mitsubishi,8423.38222793973
ford,8422.350859880897
mazda,8417.706275456849
volkswagen,8339.5412378884
Chevy,8311.069420070176
kia,8298.617671837794
tesla,8233.315683860375
VW,8195.491718364823
Fiat,8195.31905249933
SUBARU,8174.479438422271
TESLA,8157.2924959054235
Mercury,8157.147021156474
Kia,8149.015681742237
Buick,8060.057457520996
Honda,7980.112669741232
Nissan,7928.553558721387
chevy,7874.272545783766
Volkswagen,7807.784834261987
honda,7746.167827272474
acura,7664.04548787925
TOYOTA,7650.598742292795
FORD,7641.968580574661
dodge,7564.94606822038
hyundai,7564.358696152745
ACURA,7561.210196794429
subaru,7537.042150121521
Volvo,7472.357084918348
HONDA,7404.813148724499
nissan,7344.286733397767
