feature,importance
mileage_num,26.954106424749632
year_num,18.056239508423836
make,10.979199361726673
drivetrain,9.046137054658091
is_owner,8.098345268598424
vin_prefix,7.495365038483166
color,7.176694564320962
model,4.026834464171657
sunroof,3.898498405511836
title_status,2.2636821460737786
transmission,2.0048977632816856
