feature,importance
mileage_num,20.554209485370244
year_num,16.69384254190846
make,10.974407485794005
vin_prefix,8.535865330579808
model,8.177583014134399
color,8.14634680937548
drivetrain,7.284311278617889
is_owner,6.6669564968919905
transmission,4.9501686323514456
title_status,4.23878445018067
sunroof,3.7775244747956975
