feature,importance
mileage_num,17.611606020889187
make,12.856163353192674
year_num,11.802965655135965
color,11.098225887596508
vin_prefix,9.75305316855081
drivetrain,8.761852180119202
model,8.037907520971855
is_owner,6.033093556951521
sunroof,4.891489650742745
title_status,4.865448235540208
transmission,4.288194770309326
