feature,importance
mileage_num,19.300626563570372
year_num,11.209620148021964
make,11.10924135964045
model,9.69976591482193
color,9.514671276734239
vin_prefix,8.883248918779987
drivetrain,8.214075497648137
is_owner,7.056500767731036
transmission,6.242521524748105
title_status,5.157223749853266
sunroof,3.6125042784504777
