feature,importance
mileage_num,17.95596760861545
year_num,12.19537467310375
make,12.18083632004048
color,10.472358822933831
model,9.503525243944976
drivetrain,8.415282201656387
vin_prefix,8.236706842760853
is_owner,6.197722690043905
transmission,5.298200846884993
sunroof,4.86024194237099
title_status,4.683782807644329
