feature,importance
mileage_num,15.089186588392215
year_num,14.035091352279862
make,12.722015662947495
drivetrain,10.30749952361082
model,9.940139141243842
color,9.025215072515763
vin_prefix,7.842481863189119
is_owner,7.342327068870339
sunroof,5.52087172571738
transmission,4.502117777211393
title_status,3.6730542240218047
