feature,importance
vin_prefix,20.889455643694763
year_num,13.780162797276459
mileage_num,13.623021212623065
transmission,12.879872789026969
color,10.560042185913405
drivetrain,10.107966572641963
make,7.787589868774248
sunroof,6.146392365367141
is_owner,3.5846569304906786
model,0.5277611540458845
title_status,0.11307848014550932
