make,pred_price
Land Rover,8962.242398780912
Ram,8948.907883681042
INFINITI,8691.620097553263
Jaguar,8645.07132045176
CHRYSLER,8643.398233088687
Chevrolet,8622.710427219103
chevrolet,8621.799414716927
Lexus,8602.57102601319
Mercedes-benz,8593.01940456043
GMC,8562.987034579286
RAM,8544.78743174373
Mercedes-Benz,8539.744213197686
Pontiac,8527.713609625724
International,8522.197886716618
Suzuki,8509.135188277502
Maserati,8504.270105330814
unknown,8497.156769509447
Jeep,8486.850960279133
Freightliner,8477.743192173426
Hummer,8476.008230575777
Audi,8464.456974642886
Mercedes Benz,8462.77677764091
pontiac,8455.554844597016
toyota,8418.279913118544
BMW,8408.067122967277
Cadillac,8399.886136230272
cadillac,8383.159053594454
mercedes-benz,8376.834522793333
Acura,8348.778102332668
Hyundai,8344.397467592456
Ford,8341.814065893719
Lincoln,8334.788626549858
Chrysler,8315.003895524924
NISSAN,8307.995710989248
Dodge,8300.580637935102
Infiniti,8289.879898136098
ford,8268.845354278701
Toyota,8265.464468303331
CHEVROLET,8258.92952193302
Mazda,8240.421568482123
Subaru,8214.11319795074
jeep,8195.338689519423
Tesla,8186.234591889164
Mini,8134.758826831211
Buick,8100.429260442374
Mercedes,8097.577580777694
Chevy,8071.604761567257
JEEP,8065.533691182183
volvo,8046.454328438466
chrysler,8041.9176976855515
bmw,8039.547779681719
lexus,8031.862365520178
Mitsubishi,8024.496941736045
Saab,8022.695199083461
Mercury,8009.678986317696
volkswagen,8005.802810938372
mazda,8004.087318632243
AMC,8002.010177607335
kia,7990.332476643955
Scion,7985.14682786477
VW,7981.052421136157
SUBARU,7937.907292372657
Fiat,7921.61583944708
TESLA,7912.081675738198
tesla,7897.591735818978
Kia,7896.178155056132
hyundai,7845.211265462541
Honda,7801.756965735271
chevy,7743.021149417492
honda,7735.504969937512
Volkswagen,7733.805893154531
Nissan,7716.3801234597695
Volvo,7675.49740026904
TOYOTA,7665.263132478673
ACURA,7634.58435075288
HONDA,7623.755031414492
FORD,7563.425210250228
acura,7560.601777021045
dodge,7545.412464250157
nissan,7514.505871094437
subaru,7478.171733687921
