feature,importance
mileage_num,22.477517135464932
year_num,13.80646630999081
make,11.54776467490868
model,9.32493601133213
drivetrain,8.893608087637865
vin_prefix,8.739745283851585
color,8.126813865540813
is_owner,5.24998846490323
transmission,4.346084658529177
sunroof,4.268028912210231
title_status,3.219046595630777
