feature,importance
mileage_num,17.482547313489135
year_num,12.289001505244682
make,11.061595999334122
color,10.426772491955813
vin_prefix,8.829822727062087
drivetrain,8.680565003090425
transmission,7.359836156404497
is_owner,6.470075178627744
model,6.17145524479227
sunroof,5.750408471975277
title_status,5.477919908023767
