make,pred_price
Land Rover,8928.087510163019
Ram,8901.257745392139
Lexus,8870.899377157644
CHRYSLER,8863.480176836454
RAM,8837.66408202921
Mercedes-benz,8827.206192862624
Hummer,8786.37905996276
Mercedes Benz,8781.299280222607
mercedes-benz,8760.591264508423
INFINITI,8752.623620263954
GMC,8747.619621360924
Maserati,8747.501543297101
Jeep,8747.338075170233
Pontiac,8735.593097314682
Acura,8716.1751075833
Suzuki,8713.566480923988
Freightliner,8704.871611538398
International,8697.880998262863
Lincoln,8691.871743605296
unknown,8689.523397803194
Chevrolet,8677.161049726312
Jaguar,8673.667795108484
pontiac,8652.262471890088
Subaru,8626.705007240276
CHEVROLET,8622.557739696771
Ford,8616.152290531963
Mercedes-Benz,8611.337465073904
BMW,8584.693189599528
Mazda,8550.982925560997
Audi,8546.163956490802
Infiniti,8532.474595216956
Chrysler,8456.70071714507
ford,8411.22951359675
Mercedes,8405.993985074427
jeep,8350.731105503355
toyota,8342.98649011466
chevrolet,8342.487775296315
Toyota,8323.86251205958
Tesla,8314.946988818545
Honda,8287.844167561183
cadillac,8247.672982103002
Cadillac,8245.266657511562
Hyundai,8220.667825504535
Saab,8213.36582308161
NISSAN,8212.472629922533
volvo,8196.112399741107
bmw,8183.064498964884
JEEP,8180.389042916231
AMC,8148.540569783387
Dodge,8147.645163382114
chrysler,8093.656167954405
mazda,8090.770046843966
Mitsubishi,8090.770046843966
lexus,8090.7021796532
Scion,8089.3588646639
Nissan,8085.020629998731
Fiat,8041.2694733003655
Buick,8033.139861729211
volkswagen,7997.756642788067
Chevy,7983.536014683429
Mercury,7970.584612736208
VW,7962.677046300419
SUBARU,7941.934134069276
Mini,7934.757365786424
kia,7865.578616851537
TESLA,7845.907698102135
tesla,7842.332180919293
Kia,7823.446860403682
hyundai,7808.735530886544
chevy,7793.2400577445105
Volkswagen,7757.558181950741
honda,7738.629046499491
FORD,7726.719405810069
ACURA,7694.43382759689
TOYOTA,7681.906929063568
nissan,7679.564460938253
dodge,7662.172361459398
HONDA,7661.743141799723
acura,7649.389597366572
subaru,7640.232214799262
Volvo,7617.451366585512
