feature,importance
mileage_num,15.635113562605428
make,12.634448361345724
year_num,12.305819959938527
color,10.830032687979148
drivetrain,9.44896372822324
vin_prefix,8.573256230709186
model,8.471013670414152
is_owner,7.071251817802956
title_status,5.6344257332832095
transmission,4.92411448844119
sunroof,4.471559759257374
