make,pred_price
Land Rover,9460.75329133268
Nissan,9410.835055448038
Ford,9349.67958043269
chevrolet,9316.092263352803
Mazda,9273.524558640778
Lexus,9248.634432733174
Audi,9232.331009411375
Chevrolet,9213.632793142775
Mercedes-Benz,9128.502284987764
BMW,9116.780135588546
Jaguar,9091.569214832438
Ram,9057.352193399865
Lincoln,8976.9661850663
mercedes-benz,8950.88226292987
Cadillac,8911.460533599975
Acura,8883.99840898472
Dodge,8844.361255434103
pontiac,8820.096788214809
Jeep,8808.993418920189
Pontiac,8793.200234463824
Subaru,8775.411905056166
Toyota,8423.006225262792
jeep,8262.949640484183
CHEVROLET,8167.993045691373
Volkswagen,8060.127802954193
toyota,7935.796461743752
cadillac,7907.683711790351
Hyundai,7736.754161928729
Honda,7674.324750598257
ford,7642.232275757869
subaru,7634.0600156359205
Mini,7633.046496804523
HONDA,7559.966875241366
Volvo,7528.392800937052
acura,7527.391025820293
honda,7514.3715703284515
Chevy,7500.924805057477
Kia,7489.0041824966775
Fiat,7481.044216776122
chevy,7438.96108144591
kia,7419.63160834923
dodge,7414.184393428756
mazda,7410.407709606989
hyundai,7396.105088531019
TESLA,7386.665624069141
Tesla,7386.665624069141
