feature,importance
mileage_num,16.66320070156702
year_num,13.122474366675375
make,10.823194724471147
model,10.596367048068519
drivetrain,9.628100496729866
color,9.242362695063928
is_owner,9.157260143987218
vin_prefix,8.223634657854094
sunroof,4.564826915447752
title_status,4.072955965531584
transmission,3.9056222846035356
