make,pred_price
Chevrolet,9418.900432798475
Nissan,9239.95913391326
Ford,9204.669564540682
BMW,9201.440989247532
Mercedes-Benz,9152.124318694527
Dodge,9073.815739910593
chevrolet,8958.36024937292
Land Rover,8916.081462743532
Lexus,8903.811891371035
Mazda,8900.534228315892
Lincoln,8841.904138276535
Jaguar,8835.277083453959
Subaru,8802.662466268805
pontiac,8749.780481406857
mercedes-benz,8741.836677863608
Acura,8738.06915953352
jeep,8738.06915953352
Cadillac,8735.165930205898
Audi,8710.925866401807
Pontiac,8591.841906515852
Jeep,8195.241866443881
CHEVROLET,8163.950724873303
Volkswagen,7874.564666213107
Toyota,7772.589626527252
cadillac,7523.930583334914
toyota,7398.689915107102
Hyundai,7256.771338617578
Volvo,7231.420866993312
kia,7218.924496671891
mazda,7203.129241310735
Kia,7203.129241310735
Fiat,7192.772865911684
Tesla,7188.857137464628
dodge,7188.857137464628
TESLA,7188.857137464628
hyundai,7183.8106524505
Honda,7065.923986950136
HONDA,7063.576850228498
acura,7051.762875954332
Chevy,7049.053864219883
honda,7047.0727950832115
Mini,7029.107042481492
chevy,6924.871787716067
subaru,6898.591447959494
ford,6898.0209668644375
