feature,importance
mileage_num,21.75817694471173
year_num,17.54461732927853
make,11.470941939441664
vin_prefix,10.465875885051933
drivetrain,10.437594822895333
color,7.761010226717743
is_owner,7.054532815717094
model,5.880599331960866
sunroof,3.3684836869545047
transmission,2.1815913270271263
title_status,2.0765756902433954
