make,pred_price
CHRYSLER,9100.457385178197
unknown,9081.214157693124
Lincoln,9053.662093602448
RAM,9021.90509871797
mercedes-benz,9006.349061719826
Maserati,8992.106044278564
Suzuki,8991.628618580298
Land Rover,8974.217745460855
Pontiac,8942.185324586913
Freightliner,8941.308424926325
Hummer,8937.366938740517
Mercedes-benz,8899.429029515877
Mercedes Benz,8839.511594404334
pontiac,8836.433118137104
International,8831.150049063348
Ram,8762.675320718065
NISSAN,8760.460332923454
Lexus,8753.70591582179
cadillac,8709.48281292877
INFINITI,8709.445429121133
Mazda,8693.20636579919
Toyota,8680.229147961785
GMC,8659.876924413324
Acura,8618.668778685704
Jaguar,8612.108755378013
Mercedes,8601.647692163657
Infiniti,8596.88990438515
chevrolet,8568.340095365058
Jeep,8556.62619904294
Mercedes-Benz,8485.827764905922
Chevrolet,8471.430003716869
Cadillac,8407.995948217038
Ford,8386.80810031657
toyota,8374.693915724325
chrysler,8312.47072584098
lexus,8312.237602957883
Tesla,8296.96293725664
BMW,8292.52777133761
mazda,8281.417521961937
CHEVROLET,8280.413988521976
Dodge,8277.33105786032
Audi,8276.05630081087
Subaru,8267.76188358989
Buick,8266.238841395818
Hyundai,8263.816615185347
Mitsubishi,8261.080190674973
bmw,8253.828520965677
volvo,8214.629052835204
Mercury,8203.485320739552
AMC,8201.904668989617
JEEP,8192.8524385108
Scion,8175.655721578755
volkswagen,8160.220746630769
Saab,8131.56868500097
Chrysler,8129.421185078965
jeep,8123.518471517237
Chevy,8120.995679750496
Honda,8086.748477666148
SUBARU,8064.740574082372
VW,8056.595292531805
Mini,8053.146016199732
ford,8015.246285371547
kia,8002.789963438156
TESLA,7988.23229926914
tesla,7985.002806197484
Fiat,7945.813265646914
Kia,7929.065195891466
Volkswagen,7841.592712352175
Nissan,7826.823590884824
TOYOTA,7792.051374252375
chevy,7762.299675332948
ACURA,7762.11579216104
honda,7694.369388854016
Volvo,7636.752551595513
hyundai,7615.030617024132
FORD,7613.692234846335
acura,7470.311600574894
nissan,7462.155917749541
dodge,7461.100775436067
subaru,7442.385037793907
HONDA,7342.208240553965
