feature,importance
mileage_num,21.408165646303633
year_num,12.371704113958343
make,11.86434230872065
vin_prefix,9.58204435281415
drivetrain,8.402576464703433
color,7.679402751985335
is_owner,7.285903334556863
model,7.082518352831139
sunroof,5.141096708426443
transmission,5.046089837120386
title_status,4.136156128579649
