feature,importance
mileage_num,19.46522646745444
year_num,13.191897439253449
make,12.270882181898397
color,9.996468652860871
vin_prefix,9.966839268163126
model,8.75866231323719
drivetrain,7.151022167689192
is_owner,6.356738074557542
sunroof,4.621047040715154
transmission,4.163940177508701
title_status,4.05727621666198
