make,pred_price
Land Rover,9223.537487082614
Ram,9111.806593666633
INFINITI,8969.735658887215
Jaguar,8928.797951011185
Lexus,8864.50824645356
CHRYSLER,8856.472580388341
RAM,8754.24043444366
Toyota,8741.524947916932
Acura,8657.427025868661
GMC,8644.892076224123
Suzuki,8644.4843725942
Ford,8640.549423918523
Mercedes Benz,8640.118618933016
unknown,8632.985096664728
Maserati,8631.26565909022
Freightliner,8618.938695349092
Audi,8618.409802253873
Mercedes-benz,8613.52594298183
Hummer,8604.001572584011
Mazda,8592.726418585398
Infiniti,8587.328888703021
International,8585.73403995663
Pontiac,8572.138575486559
chevrolet,8541.631540062477
CHEVROLET,8526.324436172874
BMW,8513.169415213122
Chevrolet,8511.902403585436
pontiac,8504.225955768206
Lincoln,8476.97094378206
mercedes-benz,8469.49065313324
Mercedes-Benz,8450.510616227346
cadillac,8423.61197452481
Jeep,8411.448471127684
Tesla,8409.238376095343
Dodge,8393.226119913199
Hyundai,8365.566124220275
toyota,8351.082915611549
Cadillac,8328.383715653194
NISSAN,8327.547462184162
Chrysler,8325.892103495189
jeep,8303.294914240772
Mercedes,8295.12526219441
Chevy,8291.59935988989
volkswagen,8281.682148842501
Mini,8247.57281381906
Buick,8222.55780856918
ford,8210.668906922218
JEEP,8184.941029822657
AMC,8170.309662028406
Scion,8168.980172195014
Saab,8167.117086916776
bmw,8153.34991476896
volvo,8144.1376382709195
Subaru,8139.6535932742545
lexus,8130.385598233026
chrysler,8126.157330572612
mazda,8121.667348825225
Kia,8120.210949629841
Mitsubishi,8110.145799348318
Fiat,8076.815682068265
SUBARU,8035.677131682992
Honda,8029.47173085006
Mercury,7960.687723165766
kia,7934.160120250642
VW,7926.40340226873
TESLA,7868.416807564148
Nissan,7861.124222360349
chevy,7853.756128678953
tesla,7853.3913155549535
hyundai,7834.406092937698
Volkswagen,7808.522934393359
honda,7740.241272677742
TOYOTA,7719.989325847594
dodge,7698.237666377031
ACURA,7695.118374420601
FORD,7692.774156789795
subaru,7665.853088754539
nissan,7656.008826026933
acura,7651.321299791791
Volvo,7642.824399263031
HONDA,7602.660836275659
