feature,importance
mileage_num,19.57684842512819
make,13.538954816374332
year_num,12.06360840442665
color,11.749341532549257
drivetrain,8.377930080007737
vin_prefix,8.346629040983569
is_owner,6.976415414135668
model,6.891070794320347
transmission,4.384099294708378
title_status,4.199752373858552
sunroof,3.8953498235073054
