feature,importance
mileage_num,16.079597153520123
make,13.774183586286917
year_num,12.541503568595651
color,10.461543365240038
vin_prefix,9.682895589535258
drivetrain,8.4719524699364
model,8.45712786763578
transmission,5.570611212700163
sunroof,5.56173604920901
is_owner,5.417363549600596
title_status,3.98148558774028
