feature,importance
mileage_num,21.2649866240522
year_num,15.305253960483954
make,12.020727982265983
drivetrain,10.66811160592792
vin_prefix,9.360894716736361
model,6.479730448124879
color,6.388491505391774
is_owner,5.813892899925728
sunroof,5.605498949252072
title_status,3.561041366366497
transmission,3.5313699414726862
