feature,importance
mileage_num,21.758186874987334
year_num,12.970759305789402
make,11.482933087218754
model,10.72295512026316
vin_prefix,10.044003769357339
drivetrain,8.645072162825302
color,7.3569839540770525
is_owner,5.772039535872404
sunroof,4.23436181634721
title_status,3.674072866060175
transmission,3.3386315072017405
