make,pred_price
Ford,10563.246313641159
BMW,10381.175363203227
Nissan,10243.303253684722
Chevrolet,10229.211771201948
Dodge,9845.395259796636
Mercedes-Benz,9781.189185652356
Land Rover,9776.217950776643
Mazda,9735.114764604117
Subaru,9726.923641141093
chevrolet,9699.748905394403
Lexus,9654.310289950585
Ram,9649.88974845703
CHRYSLER,9645.868995474622
Jeep,9638.190366621398
Audi,9502.537792405514
Cadillac,9377.788248263272
Lincoln,9342.994695245457
INFINITI,9342.780265418243
Jaguar,9297.109416655463
Mercedes-benz,9281.459314543006
mercedes-benz,9250.27361147933
Acura,9209.71389136042
Pontiac,9189.463944141653
Suzuki,9145.628642718068
jeep,9003.548930702109
pontiac,9000.743135706505
toyota,8743.260466774353
CHEVROLET,8411.3958572133
Hyundai,8230.303274700205
Toyota,8178.460337922374
Chevy,8074.693817761162
ford,8034.236583313144
Fiat,8027.004414252967
HONDA,8010.569643450637
Mini,7983.288195106262
acura,7878.96805101212
honda,7871.7542233721615
Kia,7868.228463338045
Honda,7836.132211195649
TESLA,7820.89224707656
Tesla,7820.89224707656
dodge,7820.509077454943
mazda,7783.902025035721
hyundai,7756.950180513071
Volvo,7711.972046582616
kia,7631.5676102868965
subaru,7446.3193237970145
Volkswagen,7419.213450511077
cadillac,7365.4659968227825
chevy,7317.028703907705
