feature,importance
mileage_num,18.586640611515907
make,13.179576851725923
year_num,11.443259165801429
vin_prefix,11.293050839454299
color,9.946379421694722
drivetrain,8.330323649589618
is_owner,7.0322431978747595
model,6.7719515302339355
sunroof,5.485376347421044
title_status,4.39665308011181
transmission,3.534545304576549
