feature,importance
mileage_num,20.557438846405375
year_num,15.494466387325543
make,11.220390739920262
vin_prefix,10.17955323469905
drivetrain,9.533253031838887
color,7.9636741775554745
model,7.534836287258247
is_owner,6.521231277542331
sunroof,4.578539470025479
title_status,3.3357952316658945
transmission,3.0808213157636257
