feature,importance
mileage_num,17.945092097179984
make,13.715785717960152
year_num,11.877838852472275
color,10.24594726452043
vin_prefix,9.448753905837371
drivetrain,8.554581144797709
model,8.021218482250609
is_owner,6.013074406023906
sunroof,5.013469120408065
transmission,4.7502568267183936
title_status,4.413982181830968
