make,pred_price
Freightliner,9240.189327723798
Land Rover,9228.759441178663
RAM,9220.900778350288
International,9207.934176300027
Lincoln,9149.519917709476
unknown,9113.839317400083
Hummer,9111.692308400696
Maserati,9082.898050185471
pontiac,9073.559363894905
mercedes-benz,9034.225674591351
Ram,9027.978713792892
Suzuki,9017.156141733396
Mercedes Benz,8873.736087207744
GMC,8871.568637858305
CHRYSLER,8857.183034239399
Mercedes,8835.650013311815
cadillac,8819.869008678166
Mercedes-benz,8814.873456598058
Pontiac,8790.276094646992
Infiniti,8786.511870969629
Jaguar,8773.909556316936
Acura,8750.427084154871
Toyota,8736.497629463
chevrolet,8714.930527057471
Lexus,8710.502371509436
INFINITI,8708.544341938376
Jeep,8706.244502822547
Cadillac,8668.425589980241
toyota,8647.83030457083
NISSAN,8638.815415774183
Mazda,8570.534081666088
JEEP,8534.226831134361
Hyundai,8509.138766469916
jeep,8503.428111493598
Dodge,8500.995400317062
volvo,8479.713903576536
bmw,8473.276621586603
Chevy,8468.79422642304
Chevrolet,8463.608117532225
Chrysler,8453.7206848866
Saab,8444.945972330492
Mercedes-Benz,8443.742199523593
Tesla,8441.302676348269
chrysler,8432.152616157948
Mitsubishi,8411.60681842299
mazda,8408.756263157507
lexus,8404.193697980707
Ford,8402.692854139252
Audi,8396.620024671589
AMC,8393.217095000595
BMW,8383.651034173368
Scion,8379.368742822175
Buick,8303.564749491577
CHEVROLET,8265.016123146488
Subaru,8253.133366367918
volkswagen,8208.417560283555
ford,8150.485226358646
SUBARU,8129.270504480761
Mercury,8093.297758807745
VW,8082.423044051375
Fiat,8070.523019834464
Honda,8019.79715079298
Mini,8009.322927886364
tesla,8001.064117112327
TESLA,7983.3947459290575
kia,7980.585574274846
Kia,7823.750896963775
FORD,7737.158821463692
chevy,7700.207802796011
Volvo,7682.194489505512
TOYOTA,7679.012423916118
Nissan,7673.389000354541
honda,7665.133261006289
ACURA,7632.463983986453
dodge,7553.465564980081
nissan,7505.361291093407
Volkswagen,7441.55298421619
HONDA,7440.330035209031
hyundai,7418.7397416067915
subaru,7402.283061703302
acura,7391.407042271001
