feature,importance
mileage_num,16.42514970846374
year_num,12.737828840284214
make,12.118736447526745
model,10.691358700282219
is_owner,9.63298052253589
color,9.23705342992228
drivetrain,8.79481447003844
vin_prefix,6.2655723187291095
sunroof,5.685848562107661
title_status,4.376793089462303
transmission,4.033863910647392
