make,pred_price
Land Rover,9207.053111371784
Ram,8966.455562101595
GMC,8919.446292489176
Ford,8872.175058291801
Jeep,8869.386039836443
unknown,8852.278621651736
Lexus,8848.61832446733
Hummer,8847.431979008366
Suzuki,8845.397075130262
Maserati,8792.13356238323
Freightliner,8784.582339282786
INFINITI,8770.560114240367
Mercedes-Benz,8769.31590826913
CHRYSLER,8759.287242815026
pontiac,8751.722993455935
RAM,8751.281676175811
mercedes-benz,8746.613296383779
International,8739.467073323172
Mercedes-benz,8732.244677572777
Jaguar,8730.712821810519
Mercedes Benz,8715.590311073884
Pontiac,8715.474509948468
CHEVROLET,8694.336977123463
Toyota,8684.182273454522
Lincoln,8683.363675088789
BMW,8661.820375938818
Subaru,8627.519565782351
Chevrolet,8595.646914213787
Acura,8587.597301929456
Infiniti,8534.870841287602
Audi,8526.626276824918
Mazda,8526.3826480584
toyota,8521.714475912115
Dodge,8480.310689916954
cadillac,8466.148255510669
chevrolet,8446.905127006394
Mercedes,8413.586534396352
Hyundai,8370.446148409943
Cadillac,8341.557422878168
Chrysler,8271.600170070165
jeep,8233.936599846083
NISSAN,8233.112968042822
Honda,8183.093917317597
ford,8177.40033111162
Buick,8165.809558565494
bmw,8139.662219164486
volvo,8123.893007987905
Saab,8070.240778818903
lexus,8062.518044474878
chrysler,8051.3719070401585
AMC,8047.105034128884
Mitsubishi,8039.62654394203
mazda,8039.544448226867
JEEP,8026.689829333743
Tesla,7994.89736515068
Mercury,7980.354880551923
Mini,7973.526668094458
Chevy,7919.556705983921
Fiat,7915.943758892736
VW,7893.264272627164
chevy,7847.815750492163
Scion,7844.387117956245
tesla,7836.986328098919
TESLA,7796.392408015999
SUBARU,7784.995577982158
kia,7756.673592582541
volkswagen,7742.544443216787
Kia,7708.294336279347
Nissan,7682.386938868249
Volkswagen,7598.563250145271
hyundai,7525.625964779075
honda,7481.187804461978
TOYOTA,7430.806799207106
subaru,7394.252491276604
acura,7369.187017095171
ACURA,7360.806085689354
HONDA,7282.215156488254
dodge,7263.799134253882
nissan,7196.762082988302
Volvo,7172.5124403526415
FORD,7164.589615053336
