feature,importance
mileage_num,20.03105761355282
year_num,15.108536191910815
make,13.932523275077298
vin_prefix,10.68593792739499
drivetrain,9.339725829449655
color,8.21474268606587
is_owner,7.009105021804365
sunroof,4.731759904754148
model,3.820091817744955
title_status,3.6053533165771685
transmission,3.521166415667991
