feature,importance
mileage_num,22.346782529743926
year_num,13.921245641056808
make,11.557271125431297
vin_prefix,11.32310558494555
drivetrain,8.911711445834046
color,7.450862791700725
model,7.151044709638625
is_owner,5.918598377957501
transmission,4.459915696145686
sunroof,3.923503457692883
title_status,3.035958639852916
