make,pred_price
Ford,10335.406889457188
Nissan,10236.947672986327
Chevrolet,10209.166860500716
Mercedes-Benz,10182.613149872359
BMW,10127.379466540997
Dodge,10114.847591234924
Lexus,9314.786153421806
Jaguar,9293.750042211495
Lincoln,9293.750042211495
jeep,9293.750042211495
Pontiac,9293.750042211495
Acura,9288.24971145097
chevrolet,9285.273443666752
mercedes-benz,9281.758067736688
pontiac,9275.75335451425
Cadillac,9272.657584106988
Land Rover,9268.892220385194
Mazda,9247.74494873087
Jeep,9104.630641489315
Subaru,8746.69767717801
Audi,8721.13895620809
CHEVROLET,8717.271783025704
Toyota,8611.900811843348
toyota,8092.197772484942
Honda,8023.512695312975
Hyundai,7898.769175140548
Volvo,7682.471547895023
acura,7663.623152062446
hyundai,7628.345280856052
Kia,7625.041800898503
kia,7618.701410756589
Tesla,7609.46262689114
TESLA,7609.46262689114
Volkswagen,7605.300292959469
mazda,7584.22280400632
dodge,7584.22280400632
honda,7404.107157815414
Chevy,7387.387705257616
Mini,7355.492287196052
HONDA,7351.967519082729
subaru,7323.508123062528
cadillac,7293.15647643036
chevy,7282.099333276052
ford,7141.1588342126
