make,pred_price
Land Rover,9433.7291263542
Ram,9136.544356637909
CHRYSLER,9124.40940059773
Ford,9097.951908329722
Mercedes-benz,9084.822081291251
Suzuki,9074.708113943516
Mercedes,9072.419300211019
Lexus,9068.221021318954
RAM,9030.607585067857
Hummer,8997.639916405764
Pontiac,8993.247146569789
unknown,8990.82293115878
Mercedes-Benz,8975.223019410438
Lincoln,8966.445258845968
Freightliner,8964.674594803344
GMC,8918.734208467988
mercedes-benz,8918.626261436571
International,8915.197963813212
Audi,8883.545599881272
Mercedes Benz,8879.941224931657
INFINITI,8873.81554401197
Maserati,8869.999077110437
Acura,8838.57827000596
pontiac,8823.479937577114
Jeep,8798.946569582087
Chevrolet,8796.155015460714
BMW,8740.172443032941
Jaguar,8719.219884390815
NISSAN,8644.520976028363
Toyota,8639.502027808201
JEEP,8582.313933548827
Chrysler,8578.766780759148
chevrolet,8558.859876837954
Subaru,8555.426141831515
Mazda,8536.58046676663
bmw,8527.081537106984
CHEVROLET,8518.677620325921
volvo,8517.88618990815
cadillac,8515.832509463815
lexus,8465.443225275183
Mitsubishi,8455.17026178963
chrysler,8450.192902520103
Dodge,8441.07799354252
mazda,8434.943331670253
Saab,8419.480544607284
Infiniti,8385.200903482668
volkswagen,8379.25487632653
toyota,8367.698621260572
Buick,8350.829466666723
Cadillac,8338.934137611092
Chevy,8305.31847985497
Scion,8303.465364968646
SUBARU,8249.976580366543
AMC,8232.568523884434
jeep,8216.655233647321
Mercury,8216.3664612462
Fiat,8209.409478746262
ford,8197.605257071866
Tesla,8180.001068498259
VW,8173.051449303215
Hyundai,8144.263672737225
Kia,8079.682253842166
Mini,8054.409162140387
hyundai,7944.928157991209
Honda,7931.7004155791365
chevy,7883.130063705974
tesla,7865.926989662395
TESLA,7857.606845649209
kia,7789.258806603913
FORD,7749.325448236544
honda,7713.815803133087
Volkswagen,7652.585897456418
subaru,7629.109607873532
HONDA,7622.282232135194
Volvo,7596.392863310404
Nissan,7582.749841411836
dodge,7550.501166399316
acura,7509.214734707103
TOYOTA,7471.863252389182
ACURA,7413.564553810543
nissan,7306.621999338286
