feature,importance
mileage_num,19.589351039468603
year_num,14.387218814857254
make,13.041082697970944
vin_prefix,10.190597110697897
drivetrain,9.885153975083048
color,8.166109008270862
model,6.278194696463317
is_owner,5.98263910031666
sunroof,4.7611629013022165
transmission,4.612506973980209
title_status,3.1059836815890765
