feature,importance
mileage_num,19.155865789398618
year_num,12.695865369792282
color,10.292358846144502
vin_prefix,10.132820920666312
model,9.229796391624955
make,9.19935180541206
drivetrain,9.045271889104473
is_owner,6.826663373547514
title_status,4.960669028209295
transmission,4.546457998944462
sunroof,3.914878587155573
