make,pred_price
Mercedes-benz,9148.154816746235
Mercedes Benz,9095.22066051067
Land Rover,9091.570826598265
CHRYSLER,9080.306301502684
Freightliner,9059.60919276084
Suzuki,9032.685747376945
unknown,9014.731077340713
RAM,8988.960242941112
Hummer,8987.988188515
Pontiac,8986.98144270771
Maserati,8982.35969044775
pontiac,8973.355571548205
International,8968.739733528466
INFINITI,8878.902235540481
Ram,8878.85702640491
mercedes-benz,8833.193502613896
Lincoln,8779.808305689403
Jaguar,8772.985727481251
Lexus,8741.98701829738
GMC,8735.172761976477
Mercedes-Benz,8729.205798791236
Mercedes,8696.117460552518
Acura,8693.770319288591
NISSAN,8660.384892280823
chevrolet,8607.68826442137
Cadillac,8588.683912733162
Toyota,8586.716799991476
Infiniti,8566.183504570467
Mazda,8563.90728614147
Jeep,8560.537443497216
Ford,8546.963492239303
CHEVROLET,8521.26015835603
BMW,8471.418799543279
Audi,8471.085742254301
cadillac,8466.971365206771
toyota,8464.823177034617
Chevrolet,8461.020254308372
volvo,8415.41780493454
bmw,8412.324184556055
AMC,8405.60228064523
JEEP,8399.98498326592
Scion,8390.041959514248
chrysler,8384.384884177667
lexus,8380.859122377287
mazda,8377.78849526073
Mitsubishi,8377.78849526073
Hyundai,8369.553909826496
Dodge,8365.928792361712
Tesla,8358.036601861546
Saab,8306.3353738479
Subaru,8304.686717897865
Chrysler,8277.09140598949
Buick,8249.709941671408
kia,8226.987940444274
ford,8201.683204296814
jeep,8190.648474856386
VW,8159.838602150592
Chevy,8157.864982902548
Mercury,8144.404495600059
SUBARU,8141.833149731967
volkswagen,8115.000807907995
Fiat,8106.919510169366
Mini,8102.371808940507
TESLA,8052.6082246653705
tesla,8050.596564276908
Honda,8043.047654217707
chevy,7938.257339376037
Kia,7922.8478809132475
FORD,7898.476513702908
TOYOTA,7864.359469635931
ACURA,7859.735642501096
hyundai,7851.408815574331
Volkswagen,7850.966726721482
Nissan,7849.2019208326865
nissan,7788.187887859355
Volvo,7766.727026710888
dodge,7755.578496106355
acura,7745.7193549458825
honda,7727.807121133179
HONDA,7690.332568967008
subaru,7614.64429877632
