feature,importance
mileage_num,19.96506589789596
year_num,12.594365445638418
make,12.28908551948435
model,9.809494120283633
vin_prefix,9.802902344838431
drivetrain,8.503723109894903
color,7.69141057421489
sunroof,5.343946636956522
is_owner,5.101520654452593
transmission,5.101353926783558
title_status,3.79713176955659
