feature,importance
mileage_num,0.24991356303654574
year_num,0.13854660646941167
make,0.10324000449168098
model,0.07366944030979616
color,0.07193869087378735
vin_prefix,0.06321201456410468
drivetrain,0.055554069557785524
is_owner,0.015761799242468972
sunroof,0.010092453568244139
transmission,0.009564183767302096
title_status,0.004139596459739862
